,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
3681,3681,17-2171.00,3601,They conduct engineering research experiments to improve or modify mining and oil machinery and operations.,Supplemental,58.0,08/2020,Incumbent
3682,3692,17-2199.03,18148,"They perform energy modeling, measurement, verification, commissioning, or retro-commissioning.",Core,22.0,07/2016,Occupational Expert
3683,3686,17-2199.03,18150,"They inspect or monitor energy systems, including heating, ventilating, and air conditioning (hvac) or daylighting systems to determine energy use or potential energy savings.",Core,22.0,07/2016,Occupational Expert
3684,3691,17-2199.03,18151,"They manage the development, design, or construction of energy conservation projects to ensure acceptability of budgets and time lines, conformance to federal and state laws, or adherence to approved specifications.",Core,22.0,07/2016,Occupational Expert
3685,3684,17-2199.03,18156,They monitor and analyze energy consumption.,Core,22.0,07/2016,Occupational Expert
3686,3699,17-2199.03,18157,They promote awareness or use of alternative or renewable energy sources.,Core,22.0,07/2016,Occupational Expert
3687,3688,17-2199.03,18159,"They analyze, interpret, or create graphical representations of energy data, using engineering software.",Core,22.0,07/2016,Occupational Expert
3688,3695,17-2199.03,18165,They review or negotiate energy purchase agreements.,Core,22.0,07/2016,Occupational Expert
3689,3696,17-2199.03,18166,They train personnel or clients on topics such as energy management.,Core,22.0,07/2016,Occupational Expert
3690,3700,17-2199.03,19648,They write or install energy management routines for building automation systems.,Core,22.0,07/2016,Occupational Expert
3691,3682,17-2199.03,20854,They identify and recommend energy savings strategies to achieve more energy-efficient operation.,Core,22.0,07/2016,Occupational Expert
3692,3683,17-2199.03,20855,They conduct energy audits to evaluate energy use and to identify conservation and cost reduction measures.,Core,22.0,07/2016,Occupational Expert
3693,3685,17-2199.03,20856,"They monitor energy related design or construction issues, such as energy engineering, energy management, or sustainable design.",Core,22.0,07/2016,Occupational Expert
3694,3687,17-2199.03,20857,"They advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing.",Core,22.0,07/2016,Occupational Expert
3695,3689,17-2199.03,20858,They verify energy bills and meter readings.,Core,22.0,07/2016,Occupational Expert
3696,3690,17-2199.03,20859,"They collect data for energy conservation analyses, using jobsite observation, field inspections, or sub-metering.",Core,22.0,07/2016,Occupational Expert
3697,3693,17-2199.03,20860,"They review architectural, mechanical, or electrical plans or specifications to evaluate energy efficiency.",Core,22.0,07/2016,Occupational Expert
3698,3694,17-2199.03,20861,They prepare energy-related project reports or related documentation.,Core,22.0,07/2016,Occupational Expert
3699,3697,17-2199.03,20862,They direct the implementation of energy management projects.,Core,22.0,07/2016,Occupational Expert
3700,3698,17-2199.03,20863,"They research renewable or alternative energy systems or technologies, such as solar thermal or photovoltaic energy.",Core,22.0,07/2016,Occupational Expert
3701,3701,17-2199.03,20864,They recommend best fuel for specific sites or circumstances.,Core,22.0,07/2016,Occupational Expert
3702,3702,17-2199.03,18149,They consult with construction or renovation clients or other engineers on topics such as leadership in energy and environmental design (leed) or green buildings.,Supplemental,22.0,07/2016,Occupational Expert
3703,3709,17-2199.05,16464,They publish engineering reports documenting design details or qualification test results.,Core,66.0,07/2012,Incumbent
3704,3716,17-2199.05,16465,They provide consultation or training on topics such as mechatronics or automated control.,Core,66.0,07/2012,Incumbent
3705,3717,17-2199.05,16466,They oversee the work of contractors in accordance with project requirements.,Core,66.0,07/2012,Incumbent
3706,3704,17-2199.05,16467,"They create mechanical design documents for parts, assemblies, or finished products.",Core,66.0,07/2012,Incumbent
3707,3705,17-2199.05,16468,They maintain technical project files.,Core,66.0,07/2012,Incumbent
3708,3715,17-2199.05,16469,They analyze existing development or manufacturing procedures and suggest improvements.,Core,66.0,07/2012,Incumbent
3709,3706,17-2199.05,16470,They implement or test design solutions.,Core,66.0,07/2012,Incumbent
3710,3710,17-2199.05,16471,"They research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.",Core,66.0,07/2012,Incumbent
3711,3711,17-2199.05,16472,They identify and select materials appropriate for mechatronic system designs.,Core,66.0,07/2012,Incumbent
3712,3703,17-2199.05,16474,They design engineering systems for the automation of industrial tasks.,Core,66.0,07/2012,Incumbent
3713,3707,17-2199.05,16477,They create mechanical models and tolerance analyses to simulate mechatronic design concepts.,Core,66.0,07/2012,Incumbent
3714,3708,17-2199.05,16478,"They conduct studies to determine the feasibility, costs, or performance benefits of new mechatronic equipment.",Core,66.0,07/2012,Incumbent
3715,3714,17-2199.05,16479,They upgrade the design of existing devices by adding mechatronic elements.,Core,66.0,07/2012,Incumbent
3716,3713,17-2199.05,16482,They design advanced precision equipment for accurate or controlled applications.,Core,66.0,07/2012,Incumbent
3717,3712,17-2199.05,16483,"They apply mechatronic or automated solutions to the transfer of materials, components, or finished goods.",Core,66.0,07/2012,Incumbent
3718,3718,17-2199.05,16473,"They design, develop, or implement control circuits or algorithms for electromechanical or pneumatic devices or systems.",Supplemental,66.0,07/2012,Incumbent
3719,3719,17-2199.05,16475,They design advanced electronic control systems for mechanical systems.,Supplemental,66.0,07/2012,Incumbent
3720,3722,17-2199.05,16476,They create embedded software design programs.,Supplemental,66.0,07/2012,Incumbent
3721,3720,17-2199.05,16480,"They develop electronic, mechanical, or computerized processes to perform tasks in dangerous situations, such as underwater exploration or extraterrestrial mining.",Supplemental,66.0,07/2012,Incumbent
3722,3721,17-2199.05,16481,"They design mechatronics components for computer-controlled products, such as cameras, video recorders, automobiles, or airplanes.",Supplemental,66.0,07/2012,Incumbent
3723,3723,17-2199.05,19653,"They design or develop automated control systems for environmental applications, such as waste processing, air quality, or water quality systems.",,,07/2011,Analyst
3724,3724,17-2199.05,19654,"They design self-monitoring mechanical systems, such as gear systems that monitor loading or condition of systems to detect and prevent failures.",,,07/2011,Analyst
3725,3725,17-2199.05,19655,"They monitor or calibrate automated systems, industrial control systems, or system components to maximize efficiency of production.",,,07/2011,Analyst
3726,3730,17-2199.06,16485,They plan or schedule engineering research or development projects involving microelectromechanical systems (mems) technology.,Core,58.0,07/2016,Incumbent
3727,3733,17-2199.06,16490,They communicate operating characteristics or performance experience to other engineers or designers for training or new product development purposes.,Core,58.0,07/2016,Incumbent
3728,3728,17-2199.06,16492,"They create or maintain formal engineering documents, such as schematics, bills of materials, components or materials specifications, or packaging requirements.",Core,58.0,07/2016,Incumbent
3729,3731,17-2199.06,16495,"They propose product designs involving microelectromechanical systems (mems) technology, considering market data or customer requirements.",Core,58.0,07/2016,Incumbent
3730,3727,17-2199.06,16497,"They investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (mems) device designs, using simulation or modeling software.",Core,58.0,07/2016,Incumbent
3731,3732,17-2199.06,16502,"They develop formal documentation for microelectromechanical systems (mems) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",Core,57.0,07/2016,Incumbent
3732,3726,17-2199.06,16503,"They create schematics and physical layouts of integrated microelectromechanical systems (mems) components or packaged assemblies consistent with process, functional, or package constraints.",Core,58.0,07/2016,Incumbent
3733,3729,17-2199.06,16505,"They conduct analyses addressing issues such as failure, reliability, or yield improvement.",Core,58.0,07/2016,Incumbent
3734,3744,17-2199.06,16484,They manage new product introduction projects to ensure effective deployment of microelectromechanical systems (mems) devices or applications.,Supplemental,57.0,07/2016,Incumbent
3735,3746,17-2199.06,16486,"They develop or implement microelectromechanical systems (mems) processing tools, fixtures, gages, dies, molds, or trays.",Supplemental,58.0,07/2016,Incumbent
3736,3748,17-2199.06,16487,"They identify, procure, or develop test equipment, instrumentation, or facilities for characterization of microelectromechanical systems (mems) applications.",Supplemental,58.0,07/2016,Incumbent
3737,3747,17-2199.06,16488,"They develop customer documentation, such as performance specifications, training manuals, or operating instructions.",Supplemental,58.0,07/2016,Incumbent
3738,3737,17-2199.06,16489,"They develop or file intellectual property and patent disclosure or application documents related to microelectromechanical systems (mems) devices, products, or systems.",Supplemental,58.0,07/2016,Incumbent
3739,3743,17-2199.06,16491,"They demonstrate miniaturized systems that contain components, such as microsensors, microactuators, or integrated electronic circuits, fabricated on silicon or silicon carbide wafers.",Supplemental,58.0,07/2016,Incumbent
3740,3745,17-2199.06,16493,"They conduct acceptance tests, vendor-qualification protocols, surveys, audits, corrective-action reviews, or performance monitoring of incoming materials or components to ensure conformance to specifications.",Supplemental,58.0,07/2016,Incumbent
3741,3735,17-2199.06,16494,"They refine final microelectromechanical systems (mems) design to optimize design for target dimensions, physical tolerances, or processing constraints.",Supplemental,58.0,07/2016,Incumbent
3742,3750,17-2199.06,16496,"They oversee operation of microelectromechanical systems (mems) fabrication or assembly equipment, such as handling, singulation, assembly, wire-bonding, soldering, or package sealing.",Supplemental,58.0,07/2016,Incumbent
3743,3734,17-2199.06,16498,"They evaluate materials, fabrication methods, joining methods, surface treatments, or packaging to ensure acceptable processing, performance, cost, sustainability, or availability.",Supplemental,58.0,07/2016,Incumbent
3744,3740,17-2199.06,16499,"They devise microelectromechanical systems (mems) production methods, such as integrated circuit fabrication, lithographic electroform modeling, or micromachining.",Supplemental,58.0,07/2016,Incumbent
3745,3741,17-2199.06,16500,"They develop or validate specialized materials characterization procedures, such as thermal withstand, fatigue, notch sensitivity, abrasion, or hardness tests.",Supplemental,58.0,07/2016,Incumbent
3746,3749,17-2199.06,16501,"They develop or validate product-specific test protocols, acceptance thresholds, or inspection tools for quality control testing or performance measurement.",Supplemental,58.0,07/2016,Incumbent
3747,3738,17-2199.06,16504,They conduct or oversee the conduct of prototype development or microfabrication activities to ensure compliance to specifications and promote effective production processes.,Supplemental,58.0,07/2016,Incumbent
3748,3739,17-2199.06,16506,They conduct experimental or virtual studies to investigate characteristics and processing principles of potential microelectromechanical systems (mems) technology.,Supplemental,58.0,07/2016,Incumbent
3749,3742,17-2199.06,16507,"They validate fabrication processes for microelectromechanical systems (mems), using statistical process control implementation, virtual process simulations, data mining, or life testing.",Supplemental,58.0,07/2016,Incumbent
3750,3736,17-2199.06,16508,"They conduct harsh environmental testing, accelerated aging, device characterization, or field trials to validate devices, using inspection tools, testing protocols, peripheral instrumentation, or modeling and simulation software.",Supplemental,58.0,07/2016,Incumbent
3751,3751,17-2199.06,19656,They consider environmental issues when proposing product designs involving microelectromechanical systems (mems) technology.,,,07/2013,Analyst
3752,3752,17-2199.06,19657,"They design or develop energy products using nanomaterials or nanoprocesses, such as micro-nano machining.",,,07/2013,Analyst
3753,3753,17-2199.06,19658,"They design or develop industrial air quality microsystems, such as carbon dioxide fixing devices.",,,07/2013,Analyst
3754,3754,17-2199.06,19659,"They design or develop sensors to reduce the energy or resource requirements to operate appliances, such as washing machines or dishwashing machines.",,,07/2013,Analyst
3755,3755,17-2199.06,19660,They design sensors or switches that require little or no power to operate for environmental monitoring or industrial metering applications.,,,07/2013,Analyst
3756,3756,17-2199.06,19661,"They research or develop emerging microelectromechanical (mems) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy.",,,07/2013,Analyst
3757,3771,17-2199.07,18188,"They analyze, fabricate, or test fiber-optic links.",Core,23.0,08/2018,Occupational Expert
3758,3767,17-2199.07,18189,They design electro-optical sensing or imaging systems.,Core,23.0,08/2018,Occupational Expert
3759,3775,17-2199.07,18192,"They determine commercial, industrial, scientific, or other uses for electro-optical applications or devices.",Core,23.0,08/2018,Occupational Expert
3760,3766,17-2199.07,18193,They conduct research on new photonics technologies.,Core,23.0,08/2018,Occupational Expert
3761,3760,17-2199.07,18194,"They design, integrate, or test photonics systems or components.",Core,23.0,08/2018,Occupational Expert
3762,3757,17-2199.07,18195,They analyze system performance or operational requirements.,Core,23.0,08/2018,Occupational Expert
3763,3764,17-2199.07,18196,They conduct testing to determine functionality or optimization or to establish limits of photonics systems or components.,Core,23.0,08/2018,Occupational Expert
3764,3772,17-2199.07,18197,"They design gas lasers, solid state lasers, infrared, or other light emitting or light sensitive devices.",Core,23.0,08/2018,Occupational Expert
3765,3765,17-2199.07,18198,They determine applications of photonics appropriate to meet product objectives or features.,Core,23.0,08/2018,Occupational Expert
3766,3759,17-2199.07,18199,They develop or test photonic prototypes or models.,Core,23.0,08/2018,Occupational Expert
3767,3758,17-2199.07,18200,"They develop optical or imaging systems, such as optical imaging products, optical components, image processes, signal process technologies, or optical systems.",Core,23.0,08/2018,Occupational Expert
3768,3761,17-2199.07,18202,They assist in the transition of photonic prototypes to production.,Core,23.0,08/2018,Occupational Expert
3769,3773,17-2199.07,18203,They create or maintain photonic design histories.,Core,23.0,08/2018,Occupational Expert
3770,3774,17-2199.07,18204,"They oversee or provide expertise on manufacturing, assembly, or fabrication processes.",Core,23.0,08/2018,Occupational Expert
3771,3762,17-2199.07,18205,"They read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field.",Core,23.0,08/2018,Occupational Expert
3772,3770,17-2199.07,18206,"They train operators, engineers, or other personnel.",Core,23.0,08/2018,Occupational Expert
3773,3769,17-2199.07,19664,"They design photonics products, such as light sources, displays, or photovoltaics, to achieve increased energy efficiency.",Core,23.0,08/2018,Occupational Expert
3774,3763,17-2199.07,21055,They write reports or proposals related to photonics research or development projects.,Core,23.0,08/2018,Occupational Expert
3775,3768,17-2199.07,21056,"They document photonics system or component design processes, including objectives, issues, or outcomes.",Core,23.0,08/2018,Occupational Expert
3776,3782,17-2199.07,18187,"They select, purchase, set up, operate, or troubleshoot state-of-the-art laser cutting equipment.",Supplemental,23.0,08/2018,Occupational Expert
3777,3781,17-2199.07,18190,They design laser machining equipment for purposes such as high-speed ablation.,Supplemental,23.0,08/2018,Occupational Expert
3778,3779,17-2199.07,18191,"They develop laser-processed designs, such as laser-cut medical devices.",Supplemental,23.0,08/2018,Occupational Expert
3779,3780,17-2199.07,19662,They design or develop new crystals for photonics applications.,Supplemental,23.0,08/2018,Occupational Expert
3780,3777,17-2199.07,19663,They design or redesign optical fibers to minimize energy loss.,Supplemental,23.0,08/2018,Occupational Expert
3781,3776,17-2199.07,19665,They design solar energy photonics or other materials or devices to generate energy.,Supplemental,23.0,08/2018,Occupational Expert
3782,3778,17-2199.07,19666,They develop photonics sensing or manufacturing technologies to improve the efficiency of manufacturing or related processes.,Supplemental,23.0,08/2018,Occupational Expert
3783,3791,17-2199.08,16509,"They supervise technologists, technicians, or other engineers.",Core,30.0,08/2018,Occupational Expert
3784,3795,17-2199.08,16510,"They integrate robotics with peripherals, such as welders, controllers, or other equipment.",Core,30.0,08/2018,Occupational Expert
3785,3788,17-2199.08,16511,They provide technical support for robotic systems.,Core,30.0,08/2018,Occupational Expert
3786,3783,17-2199.08,16512,"They review or approve designs, calculations, or cost estimates.",Core,30.0,08/2018,Occupational Expert
3787,3802,17-2199.08,16513,They make system device lists or event timing charts.,Core,30.0,08/2018,Occupational Expert
3788,3799,17-2199.08,16514,"They document robotic application development, maintenance, or changes.",Core,30.0,08/2018,Occupational Expert
3789,3801,17-2199.08,16515,They write algorithms or programming code for ad hoc robotic applications.,Core,30.0,08/2018,Occupational Expert
3790,3787,17-2199.08,16516,They create back-ups of robot programs or parameters.,Core,30.0,08/2018,Occupational Expert
3791,3784,17-2199.08,16517,They process or interpret signals or sensor data.,Core,30.0,08/2018,Occupational Expert
3792,3794,17-2199.08,16519,They investigate mechanical failures or unexpected maintenance problems.,Core,30.0,08/2018,Occupational Expert
3793,3797,17-2199.08,16520,"They install, calibrate, operate, or maintain robots.",Core,30.0,08/2018,Occupational Expert
3794,3785,17-2199.08,16521,They debug robotics programs.,Core,30.0,08/2018,Occupational Expert
3795,3789,17-2199.08,16522,They design end-of-arm tooling.,Core,30.0,08/2018,Occupational Expert
3796,3793,17-2199.08,16523,They conduct research on robotic technology to create new robotic systems or system capabilities.,Core,30.0,08/2018,Occupational Expert
3797,3798,17-2199.08,16525,"They conduct research into the feasibility, design, operation, or performance of robotic mechanisms, components, or systems, such as planetary rovers, multiple mobile robots, reconfigurable robots, or man-machine interactions.",Core,30.0,08/2018,Occupational Expert
3798,3800,17-2199.08,16527,"They design automated robotic systems to increase production volume or precision in high-throughput operations, such as automated ribonucleic acid (rna) analysis or sorting, moving, or stacking production materials.",Core,30.0,08/2018,Occupational Expert
3799,3792,17-2199.08,16528,"They design software to control robotic systems for applications, such as military defense or manufacturing.",Core,30.0,08/2018,Occupational Expert
3800,3790,17-2199.08,16530,"They design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",Core,30.0,08/2018,Occupational Expert
3801,3786,17-2199.08,21057,"They build, configure, or test robots or robotic applications.",Core,30.0,08/2018,Occupational Expert
3802,3796,17-2199.08,21058,They evaluate robotic systems or prototypes.,Core,30.0,08/2018,Occupational Expert
3803,3804,17-2199.08,16518,They plan mobile robot paths and teach path plans to robots.,Supplemental,30.0,08/2018,Occupational Expert
3804,3806,17-2199.08,16524,They automate assays on laboratory robotics.,Supplemental,30.0,08/2018,Occupational Expert
3805,3803,17-2199.08,19667,They design or program robotics systems for environmental clean-up applications to minimize human exposure to toxic or hazardous materials or to improve the quality or speed of clean-up operations.,Supplemental,30.0,08/2018,Occupational Expert
3806,3805,17-2199.08,19668,"They design robotics applications for manufacturers of green products, such as wind turbines or solar panels, to increase production time, eliminate waste, or reduce costs.",Supplemental,30.0,08/2018,Occupational Expert
3807,3807,17-2199.09,16531,They write proposals to secure external funding or to partner with other companies.,Core,24.0,07/2015,Occupational Expert
3808,3809,17-2199.09,16532,They supervise technologists or technicians engaged in nanotechnology research or production.,Core,23.0,07/2015,Occupational Expert
3809,3808,17-2199.09,16533,"They synthesize, process, or characterize nanomaterials, using advanced tools or techniques.",Core,24.0,07/2015,Occupational Expert
3810,3813,17-2199.09,16534,They identify new applications for existing nanotechnologies.,Core,24.0,07/2015,Occupational Expert
3811,3818,17-2199.09,16535,"They provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use.",Core,24.0,07/2015,Occupational Expert
3812,3816,17-2199.09,16536,"They generate high-resolution images or measure force-distance curves, using techniques such as atomic force microscopy.",Core,24.0,07/2015,Occupational Expert
3813,3810,17-2199.09,16537,"They prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",Core,24.0,07/2015,Occupational Expert
3814,3819,17-2199.09,16538,They prepare nanotechnology-related invention disclosures or patent applications.,Core,24.0,07/2015,Occupational Expert
3815,3815,17-2199.09,16539,They develop processes or identify equipment needed for pilot or commercial nanoscale scale production.,Core,24.0,07/2015,Occupational Expert
3816,3811,17-2199.09,16540,"They provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",Core,24.0,07/2015,Occupational Expert
3817,3820,17-2199.09,16541,"They engineer production processes for specific nanotechnology applications, such as electroplating, nanofabrication, or epoxy.",Core,23.0,07/2015,Occupational Expert
3818,3814,17-2199.09,16542,"They design or conduct tests of new nanotechnology products, processes, or systems.",Core,23.0,07/2015,Occupational Expert
3819,3821,17-2199.09,16544,"They design or engineer nanomaterials, nanodevices, nano-enabled products, or nanosystems, using three-dimensional computer-aided design (cad) software.",Core,23.0,07/2015,Occupational Expert
3820,3824,17-2199.09,16545,"They create designs or prototypes for nanosystem applications, such as biomedical delivery systems or atomic force microscopes.",Core,24.0,07/2015,Occupational Expert
3821,3812,17-2199.09,16546,"They conduct research related to a range of nanotechnology topics, such as packaging, heat transfer, fluorescence detection, nanoparticle dispersion, hybrid systems, liquid systems, nanocomposites, nanofabrication, optoelectronics, or nanolithography.",Core,24.0,07/2015,Occupational Expert
3822,3823,17-2199.09,19669,"They apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",Core,24.0,07/2015,Occupational Expert
3823,3817,17-2199.09,19671,"They design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency.",Core,24.0,07/2015,Occupational Expert
3824,3825,17-2199.09,19673,They design nanosystems with components such as nanocatalysts or nanofiltration devices to clean specific pollutants from hazardous waste sites.,Core,24.0,07/2015,Occupational Expert
3825,3822,17-2199.09,19674,"They develop catalysis or other green chemistry methods to synthesize nanomaterials, such as nanotubes, nanocrystals, nanorods, or nanowires.",Core,24.0,07/2015,Occupational Expert
3826,3826,17-2199.09,16543,"They coordinate or supervise the work of suppliers or vendors in the designing, building, or testing of nanosystem devices, such as lenses or probes.",Supplemental,24.0,07/2015,Occupational Expert
3827,3827,17-2199.09,19670,"They design nano-based manufacturing processes to minimize water, chemical, or energy use, as well as to reduce waste production.",Supplemental,24.0,07/2015,Occupational Expert
3828,3828,17-2199.09,19672,"They design nanoparticle catalysts to detect or remove chemical or other pollutants from water, soil, or air.",Supplemental,24.0,07/2015,Occupational Expert
3829,3831,17-2199.09,19675,"They develop green building nanocoatings, such as self-cleaning, anti-stain, depolluting, anti-fogging, anti-icing, antimicrobial, moisture-resistant, or ultraviolet protectant coatings.",Supplemental,23.0,07/2015,Occupational Expert
3830,3830,17-2199.09,19676,"They integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes.",Supplemental,23.0,07/2015,Occupational Expert
3831,3829,17-2199.09,19677,They reengineer nanomaterials to improve biodegradability.,Supplemental,24.0,07/2015,Occupational Expert
3832,3833,17-2199.10,16549,"They recommend process or infrastructure changes to improve wind turbine performance, reduce operational costs, or comply with regulations.",Core,114.0,07/2012,Incumbent
3833,3832,17-2199.10,16559,"They create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.",Core,115.0,07/2012,Incumbent
3834,3834,17-2199.10,16560,"They create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.",Core,114.0,07/2012,Incumbent
3835,3847,17-2199.10,16547,They write reports to document wind farm collector system test results.,Supplemental,113.0,07/2012,Incumbent
3836,3840,17-2199.10,16548,They oversee the work activities of wind farm consultants or subcontractors.,Supplemental,113.0,07/2012,Incumbent
3837,3836,17-2199.10,16550,"They investigate experimental wind turbines or wind turbine technologies for properties such as aerodynamics, production, noise, and load.",Supplemental,114.0,07/2012,Incumbent
3838,3841,17-2199.10,16551,They test wind turbine equipment to determine effects of stress or fatigue.,Supplemental,113.0,07/2012,Incumbent
3839,3839,17-2199.10,16552,"They test wind turbine components, using mechanical or electronic testing equipment.",Supplemental,114.0,07/2012,Incumbent
3840,3835,17-2199.10,16553,They provide engineering technical support to designers of prototype wind turbines.,Supplemental,115.0,07/2012,Incumbent
3841,3845,17-2199.10,16554,They perform root cause analysis on wind turbine tower component failures.,Supplemental,113.0,07/2012,Incumbent
3842,3842,17-2199.10,16555,They monitor wind farm construction to ensure compliance with regulatory standards or environmental requirements.,Supplemental,114.0,07/2012,Incumbent
3843,3843,17-2199.10,16556,"They direct balance of plant (bop) construction, generator installation, testing, commissioning, or supervisory control and data acquisition (scada) to ensure compliance with specifications.",Supplemental,114.0,07/2012,Incumbent
3844,3838,17-2199.10,16557,"They develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers.",Supplemental,114.0,07/2012,Incumbent
3845,3837,17-2199.10,16558,"They develop active control algorithms, electronics, software, electromechanical, or electrohydraulic systems for wind turbines.",Supplemental,114.0,07/2012,Incumbent
3846,3846,17-2199.10,16561,They design underground or overhead wind farm collector systems.,Supplemental,113.0,07/2012,Incumbent
3847,3844,17-2199.10,16562,"They analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.",Supplemental,114.0,07/2012,Incumbent
3848,3858,17-2199.11,16563,They test or evaluate photovoltaic (pv) cells or modules.,Core,22.0,07/2015,Occupational Expert
3849,3852,17-2199.11,16564,They review specifications and recommend engineering or manufacturing changes to achieve solar design objectives.,Core,22.0,07/2015,Occupational Expert
3850,3859,17-2199.11,16565,"They perform thermal, stress, or cost reduction analyses for solar systems.",Core,22.0,07/2015,Occupational Expert
3851,3856,17-2199.11,16566,They develop standard operation procedures and quality or safety standards for solar installation work.,Core,22.0,07/2015,Occupational Expert
3852,3854,17-2199.11,16568,"They provide technical direction or support to installation teams during installation, start-up, testing, system commissioning, or performance monitoring.",Core,22.0,07/2015,Occupational Expert
3853,3855,17-2199.11,16569,They perform computer simulation of solar photovoltaic (pv) generation system performance or energy production to optimize efficiency.,Core,22.0,07/2015,Occupational Expert
3854,3853,17-2199.11,16570,"They develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components.",Core,21.0,07/2015,Occupational Expert
3855,3848,17-2199.11,16571,"They create plans for solar energy system development, monitoring, and evaluation activities.",Core,22.0,07/2015,Occupational Expert
3856,3851,17-2199.11,16572,"They create electrical single-line diagrams, panel schedules, or connection diagrams for solar electric systems, using computer-aided design (cad) software.",Core,22.0,07/2015,Occupational Expert
3857,3857,17-2199.11,16573,They create checklists for review or inspection of completed solar installation projects.,Core,22.0,07/2015,Occupational Expert
3858,3850,17-2199.11,16574,"They design or coordinate design of photovoltaic (pv) or solar thermal systems, including system components, for residential and commercial buildings.",Core,22.0,07/2015,Occupational Expert
3859,3849,17-2199.11,16575,"They conduct engineering site audits to collect structural, electrical, and related site information for use in the design of residential or commercial solar power systems.",Core,22.0,07/2015,Occupational Expert
3860,3860,17-2199.11,16567,They design or develop vacuum tube collector systems for solar applications.,Supplemental,20.0,07/2015,Occupational Expert
3861,3861,17-3011.00,21917,"They produce drawings, using computer-assisted drafting systems (cad) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",Core,,11/2020,Analyst - Transition
3862,3862,17-3011.00,21918,"They draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",Core,,11/2020,Analyst - Transition
3863,3863,17-3011.00,21919,"They coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",Core,,11/2020,Analyst - Transition
3864,3864,17-3011.00,21920,"They analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",Core,,11/2020,Analyst - Transition
3865,3865,17-3011.00,21921,"They draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",Core,,11/2020,Analyst - Transition
3866,3866,17-3011.00,21922,"They lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software.",Core,,11/2020,Analyst - Transition
3867,3867,17-3011.00,21923,"They supervise and train other technologists, technicians, and drafters.",Core,,11/2020,Analyst - Transition
3868,3868,17-3011.00,21924,"They determine the order of work and method of presentation, such as orthographic or isometric drawing.",Core,,11/2020,Analyst - Transition
3869,3869,17-3011.00,21925,"They finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods.",Core,,11/2020,Analyst - Transition
3870,3870,17-3011.00,21926,"They draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",Core,,11/2020,Analyst - Transition
3871,3871,17-3011.00,21927,"They correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.",Core,,11/2020,Analyst - Transition
3872,3872,17-3011.00,21928,They check dimensions of materials to be used and assign numbers to lists of materials.,Core,,11/2020,Analyst - Transition
3873,3873,17-3011.00,21929,"They determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",Core,,11/2020,Analyst - Transition
3874,3874,17-3011.00,21930,"They supervise or conduct field surveys, inspections, or technical investigations to obtain data required to revise construction drawings.",Core,,11/2020,Analyst - Transition
3875,3875,17-3011.00,21931,They explain drawings to production or construction teams and provide adjustments as necessary.,Core,,11/2020,Analyst - Transition
3876,3876,17-3011.00,21932,"They obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",Core,,11/2020,Analyst - Transition
3877,3877,17-3011.00,21933,"They determine quality, cost, strength, and quantity of required materials, and enter figures on materials lists.",Core,,11/2020,Analyst - Transition
3878,3878,17-3011.00,21934,They locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.,Core,,11/2020,Analyst - Transition
